"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 01 17:51:08 GMT 2025","Sat Nov 01 17:51:08 GMT 2025","750","chromium","","Comprando Eletronicos","","","Comprando Bolsa e Lanterna de Bicleta",""
