"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 01 18:00:17 GMT 2025","Sat Nov 01 18:00:17 GMT 2025","687","chromium","","Comprando Eletronicos","","","Comprando Bolsa e Lanterna de Bicleta",""
